iter	Passed	Remaining
181	358	1336
182	360	1334
183	362	1332
184	364	1331
185	366	1329
186	368	1327
187	371	1326
188	373	1325
189	375	1324
190	377	1322
191	380	1322
192	382	1320
193	384	1319
194	386	1319
195	389	1318
196	391	1316
197	393	1315
198	394	1310
199	396	1308
200	398	1306
201	400	1305
202	402	1303
203	404	1301
204	406	1300
205	408	1298
206	411	1296
207	413	1294
208	415	1293
209	418	1294
210	420	1292
211	422	1290
212	424	1288
213	426	1287
214	428	1285
215	430	1283
216	433	1284
217	435	1282
218	437	1280
219	439	1278
220	441	1276
221	443	1274
222	443	1268
223	446	1266
224	448	1264
225	450	1262
226	452	1261
227	454	1259
228	456	1257
229	458	1255
230	459	1251
231	461	1249
232	463	1247
233	465	1246
234	467	1244
235	469	1242
236	471	1240
237	473	1238
238	476	1237
239	478	1235
240	480	1233
241	482	1232
242	484	1230
243	486	1228
244	488	1227
245	490	1225
246	492	1223
247	494	1221
248	497	1219
249	499	1217
250	501	1216
251	503	1214
252	505	1212
253	507	1210
254	509	1209
255	511	1207
256	513	1205
257	515	1203
258	517	1201
259	519	1199
260	521	1197
261	523	1195
262	525	1193
263	527	1191
264	529	1189
265	532	1188
266	534	1186
267	536	1184
268	538	1183
269	540	1181
270	542	1179
271	544	1178
272	547	1176
273	549	1174
274	551	1172
275	553	1170
276	555	1169
277	557	1167
278	559	1165
279	562	1164
280	564	1162
281	566	1160
282	568	1158
283	570	1157
284	572	1155
285	574	1153
286	577	1151
287	579	1150
288	581	1148
289	583	1147
290	585	1145
291	588	1144
292	590	1142
293	592	1140
294	594	1138
295	596	1137
296	598	1135
297	601	1134
298	603	1132
299	605	1130
300	607	1128
301	609	1126
302	612	1125
303	614	1123
304	616	1121
305	618	1119
306	620	1117
307	622	1115
308	624	1113
309	626	1112
310	628	1110
311	631	1108
312	633	1106
313	635	1104
314	637	1102
315	639	1101
316	641	1099
317	643	1097
318	645	1095
319	647	1093
320	650	1091
321	652	1089
322	654	1087
323	656	1085
324	658	1084
325	660	1082
326	662	1080
327	664	1078
328	666	1076
329	669	1074
330	671	1072
331	673	1070
332	675	1068
333	677	1066
334	679	1065
335	681	1063
336	683	1061
337	685	1059
338	688	1057
339	690	1055
340	692	1053
341	694	1051
342	696	1049
343	698	1047
344	700	1045
345	702	1044
346	704	1042
347	707	1040
348	709	1039
349	711	1037
350	714	1036
351	716	1034
352	719	1032
353	721	1031
354	723	1029
355	725	1027
356	727	1025
357	729	1023
358	731	1021
359	734	1019
360	736	1017
361	738	1015
362	740	1013
363	742	1011
364	744	1009
365	746	1007
366	747	1003
367	749	1001
368	751	999
369	753	997
370	755	995
371	757	993
372	759	991
373	761	989
374	763	987
375	765	985
376	767	983
377	770	981
378	772	979
379	774	977
380	776	976
381	778	974
382	780	972
383	782	970
384	784	968
385	786	966
386	788	964
387	791	962
388	793	960
389	795	958
390	797	956
391	799	955
392	802	953
393	804	951
394	806	949
395	808	947
396	810	945
397	813	943
398	815	941
399	817	940
400	819	938
401	821	936
402	823	934
403	825	932
404	828	930
405	830	928
406	832	926
407	834	924
408	836	922
409	838	920
410	840	918
411	842	916
412	845	914
413	847	912
414	849	910
415	851	908
416	853	906
417	855	904
418	857	902
419	860	901
420	862	899
421	864	897
422	866	895
423	868	893
424	870	891
425	872	889
426	874	886
427	876	884
428	878	882
429	880	880
430	882	878
431	884	876
432	886	874
433	889	873
434	891	871
435	893	869
436	895	867
437	897	865
438	899	863
439	902	861
440	904	859
441	906	857
442	908	855
443	910	853
444	912	851
445	914	848
446	916	846
447	918	844
448	920	842
449	923	841
450	925	839
451	927	837
452	929	834
453	931	832
454	933	830
455	935	828
456	937	826
457	939	824
458	941	822
459	943	820
460	946	818
461	948	816
462	950	815
463	952	813
464	954	811
465	957	809
466	959	807
467	961	805
468	963	803
469	965	801
470	967	799
471	970	797
472	972	795
473	974	793
474	976	791
475	978	789
476	980	787
477	982	785
478	984	783
479	986	781
480	988	778
481	990	776
482	992	774
483	994	772
484	996	770
485	998	768
486	1000	766
487	1002	764
488	1005	762
489	1007	760
490	1009	758
491	1011	756
492	1013	754
493	1015	752
494	1017	750
495	1019	748
496	1021	746
497	1024	744
498	1026	742
499	1028	740
500	1030	738
501	1032	736
502	1034	734
503	1036	732
504	1039	730
505	1041	728
506	1043	726
507	1046	724
508	1048	722
509	1050	720
510	1052	718
511	1054	716
512	1057	714
513	1059	713
514	1061	711
515	1063	709
516	1066	707
517	1068	705
518	1070	703
519	1072	701
520	1074	699
521	1076	697
522	1078	695
523	1080	693
524	1083	691
525	1085	689
526	1087	687
527	1089	685
528	1091	683
529	1093	681
530	1095	678
531	1098	677
532	1100	675
533	1102	672
534	1104	670
535	1106	668
536	1108	666
537	1110	664
538	1112	662
539	1115	660
540	1117	658
541	1119	656
542	1121	654
543	1123	652
544	1125	650
545	1127	648
546	1129	646
547	1131	644
548	1133	642
549	1136	640
550	1138	638
551	1140	636
552	1142	634
553	1144	632
554	1146	630
555	1148	628
556	1150	626
557	1152	623
558	1155	621
559	1157	619
560	1159	617
561	1161	615
562	1163	613
563	1165	611
564	1167	609
565	1169	607
566	1171	605
567	1173	603
568	1174	600
569	1176	598
570	1179	596
571	1181	594
572	1183	592
573	1185	590
574	1187	588
575	1189	586
576	1190	584
577	1193	582
578	1195	580
579	1197	578
580	1199	575
581	1201	573
582	1203	571
583	1205	569
584	1208	567
585	1210	565
586	1212	563
587	1214	561
588	1216	559
589	1218	557
590	1220	555
591	1222	553
592	1224	551
593	1226	549
594	1228	547
595	1230	545
596	1232	542
597	1234	540
598	1236	538
599	1238	536
600	1240	534
601	1242	532
602	1244	530
603	1246	528
604	1248	526
605	1250	524
606	1252	522
607	1254	520
608	1256	518
609	1258	515
610	1260	513
611	1262	511
612	1264	509
613	1267	507
614	1269	505
615	1271	503
616	1273	501
617	1275	499
618	1277	497
619	1279	495
620	1281	493
621	1283	491
622	1285	488
623	1287	486
624	1289	484
625	1291	482
626	1293	480
627	1295	478
628	1298	476
629	1300	474
630	1302	472
631	1304	470
632	1306	468
633	1308	466
634	1310	464
635	1312	462
636	1314	460
637	1316	458
638	1318	456
639	1320	453
640	1322	451
641	1324	449
642	1326	447
643	1328	445
644	1330	443
645	1332	441
646	1334	439
647	1336	437
648	1338	435
649	1340	433
650	1342	431
651	1345	429
652	1347	427
653	1349	425
654	1351	422
655	1353	420
656	1355	418
657	1357	416
658	1359	414
659	1361	412
660	1363	410
661	1365	408
662	1367	406
663	1370	404
664	1372	402
665	1374	400
666	1376	398
667	1378	396
668	1380	394
669	1382	392
670	1385	390
671	1387	388
672	1389	386
673	1391	383
674	1393	381
675	1395	379
676	1398	378
677	1400	375
678	1402	373
679	1404	371
680	1406	369
681	1408	367
682	1411	365
683	1413	363
684	1415	361
685	1418	359
686	1420	357
687	1422	355
688	1424	353
689	1426	351
690	1428	349
691	1430	347
692	1432	345
693	1435	343
694	1437	341
695	1439	339
696	1441	337
697	1443	335
698	1445	332
699	1447	330
700	1449	328
701	1451	326
702	1454	324
703	1456	322
704	1458	320
705	1460	318
706	1462	316
707	1464	314
708	1466	312
709	1468	310
710	1470	308
711	1472	306
712	1474	304
713	1477	302
714	1479	299
715	1481	297
716	1483	295
717	1485	293
718	1487	291
719	1489	289
720	1491	287
721	1493	285
722	1496	283
723	1498	281
724	1500	279
725	1502	277
726	1504	275
727	1506	273
728	1508	271
729	1510	269
730	1513	267
731	1515	264
732	1517	262
733	1519	260
734	1521	258
735	1523	256
736	1525	254
737	1527	252
738	1529	250
739	1531	248
740	1533	246
741	1535	244
742	1538	242
743	1540	240
744	1542	238
745	1544	235
746	1546	233
747	1548	231
748	1551	229
749	1553	227
750	1555	225
751	1557	223
752	1559	221
753	1561	219
754	1563	217
755	1566	215
756	1568	213
757	1570	211
758	1572	209
759	1575	207
760	1577	205
761	1579	203
762	1581	201
763	1583	198
764	1585	196
765	1587	194
766	1589	192
767	1591	190
768	1594	188
769	1596	186
770	1598	184
771	1600	182
772	1602	180
773	1604	178
774	1606	176
775	1608	174
776	1610	172
777	1613	170
778	1615	167
779	1617	165
780	1619	163
781	1621	161
782	1623	159
783	1625	157
784	1627	155
785	1629	153
786	1631	151
787	1634	149
788	1636	147
789	1638	145
790	1640	143
791	1642	141
792	1644	138
793	1646	136
794	1648	134
795	1650	132
796	1652	130
797	1655	128
798	1657	126
799	1659	124
800	1661	122
801	1663	120
802	1665	118
803	1667	116
804	1669	114
805	1671	112
806	1673	109
807	1676	107
808	1678	105
809	1680	103
810	1682	101
811	1684	99
812	1686	97
813	1688	95
814	1690	93
815	1693	91
816	1695	89
817	1697	87
818	1699	85
819	1701	82
820	1703	80
821	1705	78
822	1707	76
823	1709	74
824	1712	72
825	1714	70
826	1716	68
827	1718	66
828	1720	64
829	1722	62
830	1724	60
831	1726	58
832	1728	56
833	1730	53
834	1732	51
835	1734	49
836	1736	47
837	1738	45
838	1740	43
839	1742	41
840	1744	39
841	1746	37
842	1748	35
843	1750	33
844	1752	31
845	1754	29
846	1756	26
847	1759	24
848	1761	22
849	1763	20
850	1765	18
851	1767	16
852	1769	14
853	1771	12
854	1773	10
855	1775	8
856	1777	6
857	1779	4
858	1781	2
859	1783	0
