iter	RMSE
297	0.02458762343
298	0.02453848956
299	0.02449556586
300	0.02445142562
301	0.02440854861
302	0.02436150129
303	0.02431191589
304	0.02426851098
305	0.02422887861
306	0.02418447704
307	0.02413792508
308	0.02410128222
309	0.02405627411
310	0.02399899712
311	0.02396051299
312	0.02388565403
313	0.02382705171
314	0.02378636251
315	0.02375112644
316	0.02368782407
317	0.02363247448
318	0.02359102321
319	0.02354390621
320	0.02350443611
321	0.02346541747
322	0.02339815366
323	0.0233613021
324	0.02330977841
325	0.02326984768
326	0.02323326611
327	0.02318943308
328	0.02314593373
329	0.02310128167
330	0.02306347976
331	0.02302008365
332	0.02298175763
333	0.02294712416
334	0.02291864657
335	0.02288551593
336	0.02285028727
337	0.02279677152
338	0.02274591968
339	0.02270868984
340	0.02266005499
341	0.02262498602
342	0.0225921534
343	0.02255241693
344	0.0225162057
345	0.02246261481
346	0.02243382089
347	0.02240172367
348	0.02236074733
349	0.02232236533
350	0.02229012743
351	0.02225839972
352	0.02221216439
353	0.02217350242
354	0.02213622587
355	0.0221046083
356	0.02206492549
357	0.02201242303
358	0.02197284786
359	0.02192199347
360	0.02187561832
361	0.02183539912
362	0.02181502864
363	0.02176478061
364	0.02173136549
365	0.02169477638
366	0.02167682259
367	0.0216489207
368	0.02160982791
369	0.02157139933
370	0.02151824315
371	0.02148246436
372	0.02145122069
373	0.02140345851
374	0.02136115003
375	0.02131901485
376	0.02128153532
377	0.02125063956
378	0.02119093976
379	0.02116188444
380	0.02112816356
381	0.02108417681
382	0.02105226471
383	0.02099108252
384	0.02094584278
385	0.02091390395
386	0.02087389883
387	0.02082930532
388	0.02079328982
389	0.02076346509
390	0.02073381809
391	0.02071312489
392	0.02067350254
393	0.02063101242
394	0.02059530118
395	0.0205445534
396	0.02050618112
397	0.02046417865
398	0.02043378917
399	0.02039757652
400	0.02034531685
401	0.02031158366
402	0.02026838835
403	0.02022533425
404	0.02019190943
405	0.02016069748
406	0.02012803694
407	0.02009660728
408	0.02006095817
409	0.02001832872
410	0.01998721324
411	0.01995949532
412	0.01993060637
413	0.01989644772
414	0.01984850434
415	0.0198157498
416	0.01977959247
417	0.01974788026
418	0.01970606749
419	0.01966665072
420	0.01962392404
421	0.01958298381
422	0.01955068354
423	0.01951549618
424	0.01948526023
425	0.01944820694
426	0.01941601416
427	0.01938622065
428	0.01936319419
429	0.01933149941
430	0.01931157346
431	0.01928552365
432	0.01925844233
433	0.0192197547
434	0.01917951429
435	0.01913785295
436	0.01910583776
437	0.01907848473
438	0.01904690129
439	0.01900778568
440	0.01897684581
441	0.01895199148
442	0.01891859665
443	0.01889261154
444	0.0188589974
445	0.01882807905
446	0.0188058632
447	0.01877293788
448	0.01873343755
449	0.01869825657
450	0.01866720732
451	0.018630795
452	0.01860285095
453	0.01858124576
454	0.01854070465
455	0.01850230619
456	0.01848784471
457	0.01846038308
458	0.01842681675
459	0.01840458758
460	0.01837795647
461	0.01834018479
462	0.01832053978
463	0.01829559374
464	0.01826851909
465	0.01823715685
466	0.0181986304
467	0.01817696573
468	0.01815169163
469	0.01813165535
470	0.01810227483
471	0.01807236341
472	0.018037942
473	0.01801379942
474	0.01798392634
475	0.01794899881
476	0.01791281086
477	0.01789472057
478	0.01786499381
479	0.01783604289
480	0.01780078963
481	0.01776535778
482	0.01773279472
483	0.01771096704
484	0.0176709557
485	0.01764339598
486	0.01761806849
487	0.01758886513
488	0.0175517513
489	0.01752172816
490	0.01748569956
491	0.01746539315
492	0.01743728336
493	0.01740164615
494	0.01737359381
495	0.01734958551
496	0.01732198055
497	0.01729251575
498	0.01727454008
499	0.01725547279
500	0.01723180801
501	0.01719847387
502	0.0171694012
503	0.01713144217
504	0.01710228248
505	0.017080266
506	0.01704828598
507	0.01702899852
508	0.01700237677
509	0.01697571857
510	0.01695893066
511	0.01693183722
512	0.01690322276
513	0.01688451736
514	0.01685696608
515	0.01683204523
516	0.01681074194
517	0.01677878765
518	0.01674906243
519	0.01673025737
520	0.01670096629
521	0.01666872071
522	0.01664967353
523	0.01661401021
524	0.01657929221
525	0.01655462295
526	0.01652377921
527	0.0165145091
528	0.0164803707
529	0.01645498004
530	0.01643970985
531	0.01640701098
532	0.01638312147
533	0.01635083248
534	0.01632804337
535	0.01630244688
536	0.01628623681
537	0.01626370147
538	0.01624274033
539	0.01621625226
540	0.01617921781
541	0.01615045978
542	0.01612170707
543	0.016094371
544	0.01607340582
545	0.01604963282
546	0.01602863477
547	0.01599890475
548	0.01598059033
549	0.01595967147
550	0.01593129332
551	0.01591302951
552	0.01589216604
553	0.01586302579
554	0.0158471076
555	0.01582169208
556	0.01579489724
557	0.01576005877
558	0.01572667002
559	0.01570496251
560	0.01567750141
561	0.01564893721
562	0.01563393937
563	0.01561711502
564	0.01559711564
565	0.01557714599
566	0.01555024695
567	0.01553082958
568	0.01551312891
569	0.0154898764
570	0.01546816236
571	0.01545049845
572	0.01542717702
573	0.01539748496
574	0.01537428374
575	0.01534664837
576	0.01532768974
577	0.01531212662
578	0.01528674584
579	0.01526527053
580	0.01523623117
581	0.01521552108
582	0.0151942749
583	0.01517985701
584	0.01515969979
585	0.01514758644
586	0.01512390284
587	0.01509846635
588	0.01507621778
589	0.01505505369
590	0.01503413403
591	0.01500878261
592	0.01499372728
593	0.01496492051
594	0.01493030639
595	0.01490664342
596	0.01487849943
597	0.01485210839
598	0.01484105827
599	0.01481485901
600	0.01479447761
601	0.01476339213
602	0.01474774284
603	0.01472599041
604	0.01469636335
605	0.01468044183
606	0.01465699292
607	0.01464007057
608	0.01462615916
609	0.01461031477
610	0.0145890694
611	0.01456641657
612	0.014555713
613	0.01453402081
614	0.01450917724
615	0.01448333042
616	0.01446612348
617	0.01443648801
618	0.01441754615
619	0.01439225287
620	0.01436934663
621	0.01435656797
622	0.01434391166
623	0.01431042075
624	0.01428517417
625	0.0142569199
626	0.01423013006
627	0.01421877158
628	0.0142011248
629	0.01418464594
630	0.01417099368
631	0.01414582667
632	0.01412358743
633	0.01410674191
634	0.01409316034
635	0.0140752272
636	0.01407148969
637	0.01405603749
638	0.01403963572
639	0.01403029326
640	0.01401413458
641	0.01399513244
642	0.01397591507
643	0.01394442348
644	0.01392130145
645	0.01391260354
646	0.0138881447
647	0.01385922654
648	0.01384919376
649	0.01383106127
650	0.01379756088
651	0.0137740503
652	0.01376314429
653	0.01374242902
654	0.01372052007
655	0.01369126132
656	0.0136821886
657	0.01366640287
658	0.01364463742
659	0.01362806365
660	0.01361071675
661	0.01358763352
662	0.01356329477
663	0.01354005926
664	0.01352105451
665	0.01350513023
666	0.01348716908
667	0.01348029308
668	0.01345357459
669	0.01343109295
670	0.01341384478
671	0.01340084971
672	0.01339679963
673	0.01337643373
674	0.01335214214
675	0.01332778283
676	0.01330552906
677	0.01328646682
678	0.01325527553
679	0.01324693118
680	0.01323121441
681	0.01322100334
682	0.01320471848
683	0.01318085878
684	0.01316235467
685	0.01315267389
686	0.01314303444
687	0.01312054227
688	0.01310757474
689	0.01308272665
690	0.01307245686
691	0.01304911271
692	0.01302431854
693	0.01300479897
694	0.01298983645
695	0.01296480467
696	0.0129479526
697	0.01292619136
698	0.01291097538
699	0.01289899281
700	0.01287747795
701	0.01286444236
702	0.0128513852
703	0.01284659086
704	0.01282190418
705	0.01280323629
706	0.01279067283
707	0.01277851765
708	0.01276470556
709	0.0127600593
710	0.01275390748
711	0.01273323063
712	0.01271899855
713	0.01270523601
714	0.01269345798
715	0.01268165542
716	0.01265976495
717	0.0126488456
718	0.01262933593
719	0.01260817167
720	0.01260237527
721	0.0125963677
722	0.01258417637
723	0.01257082298
724	0.01256018915
725	0.01254597067
726	0.01253471007
727	0.01253074481
728	0.01252167941
729	0.01250204454
730	0.0124844809
731	0.01246224712
732	0.0124427491
733	0.01243519406
734	0.01241996332
735	0.012393447
736	0.01238259585
737	0.01237367354
738	0.01235034107
739	0.01234222099
740	0.01232769865
741	0.01231251851
742	0.01230093421
743	0.01229227072
744	0.01227387999
745	0.01225982587
746	0.01225275773
747	0.01223673105
748	0.01222943688
749	0.01222081049
750	0.01219877849
751	0.01218132705
752	0.01216861949
753	0.01214270553
754	0.01212536859
755	0.01210640935
756	0.01208679079
757	0.01207603602
758	0.01207273119
759	0.01206922968
760	0.01206413305
761	0.01205233596
762	0.01202945081
763	0.01201186436
764	0.01199693706
765	0.01198976313
766	0.01198516266
767	0.01196615863
768	0.01194607132
769	0.01193310965
770	0.0119262349
771	0.01192126891
772	0.01190902756
773	0.01189347978
774	0.01188090379
775	0.01187141912
776	0.01185734279
777	0.0118454951
778	0.01182675244
779	0.0118046252
780	0.01179109827
781	0.0117880774
782	0.01178492863
783	0.01177093448
784	0.01176737313
785	0.01175007308
786	0.0117389884
787	0.0117318676
788	0.01171124933
789	0.01170333969
790	0.01169226237
791	0.01167311898
792	0.01166886493
793	0.01166373076
794	0.01165457015
795	0.01164130222
796	0.01163475134
797	0.01161869997
798	0.01161476195
799	0.01159186547
800	0.01158247127
801	0.01157367744
802	0.01155617515
803	0.01154240691
804	0.01153375544
805	0.01151648346
806	0.01148959444
807	0.01146920719
808	0.0114548631
809	0.01144187903
810	0.01142087131
811	0.01141004948
812	0.01139614806
813	0.01139383702
814	0.0113764639
815	0.01135558638
816	0.01134822395
817	0.01133667966
818	0.01131163399
819	0.01129626865
820	0.01127714515
821	0.0112664783
822	0.01125571289
823	0.01123379775
824	0.01122098038
825	0.01119831455
826	0.01118288696
827	0.01118084372
828	0.01115859323
829	0.01114333632
830	0.01114111158
831	0.01112093518
832	0.01110913929
833	0.01109143507
834	0.01108418783
835	0.01107655232
836	0.01107109428
837	0.01106474261
838	0.01105931594
839	0.01103364362
840	0.01103045571
841	0.01102717322
842	0.01102102697
843	0.01101075855
844	0.01100185721
845	0.01099561777
846	0.01097363376
847	0.01096163837
848	0.01094635244
849	0.01093134226
850	0.01091804552
851	0.01090486122
852	0.01088781255
853	0.01087466216
854	0.01084591221
855	0.01084401881
856	0.01082945764
857	0.01081965382
858	0.01080234188
859	0.01078616257
