iter	RMSE
0	0.06382175974
1	0.06352592061
2	0.06320980444
3	0.06288630269
4	0.06258646638
5	0.06228858161
6	0.06200584318
7	0.06171401507
8	0.06140836645
9	0.06115017659
10	0.06084094643
11	0.06057176116
12	0.06028543769
13	0.05995512087
14	0.05965414667
15	0.0593794055
16	0.05907254595
17	0.05874015078
18	0.05846165813
19	0.05820999796
20	0.05792667461
21	0.05767082927
22	0.05746669658
23	0.05722880449
24	0.05694457066
25	0.05670601248
26	0.05645646157
27	0.056230721
28	0.05601566394
29	0.05578414502
30	0.05555402893
31	0.05529107107
32	0.05502655805
33	0.0548234107
34	0.05459649698
35	0.05439248661
36	0.05409308545
37	0.05384559357
38	0.05358834534
39	0.05335833766
40	0.05313317136
41	0.0528710137
42	0.05260474248
43	0.05240237365
44	0.05214230001
45	0.0519493444
46	0.05174676266
47	0.05153404504
48	0.05130074392
49	0.05108775593
50	0.05085682548
51	0.05063578422
52	0.0504176422
53	0.05025291207
54	0.05005562034
55	0.04986658306
56	0.04965537292
57	0.04947668826
58	0.0492586852
59	0.04904888413
60	0.04887211196
61	0.04865838129
62	0.04848219378
63	0.04829153486
64	0.04808988942
65	0.04790886363
66	0.04773937126
67	0.04753927551
68	0.04733514752
69	0.04712590008
70	0.04694509511
71	0.04671736745
72	0.04655682005
73	0.04637134703
74	0.0461762324
75	0.04599831053
76	0.04585336856
77	0.04568033961
78	0.04550063009
79	0.04532982575
80	0.04514831539
81	0.04499035791
82	0.04481859018
83	0.04460719325
84	0.04445682671
85	0.04429220611
86	0.04413696326
87	0.04400308083
88	0.04382527593
89	0.04367797953
90	0.04350566837
91	0.04334528898
92	0.04319903122
93	0.04304836168
94	0.04289121501
95	0.04273929535
96	0.04257169033
97	0.04241726589
98	0.04228800259
99	0.04213923057
100	0.04196622108
101	0.04183191468
102	0.04168467854
103	0.04153159216
104	0.04138760072
105	0.04125399033
106	0.04109287517
107	0.04095950321
108	0.04080108684
109	0.04065164877
110	0.04051766899
111	0.0404001945
112	0.04026727414
113	0.04012143545
114	0.03999437372
115	0.03984086229
116	0.0397009864
117	0.03956440889
118	0.03941455515
119	0.0393051914
120	0.03913974353
121	0.03899939146
122	0.03887309002
123	0.03875750843
124	0.03863326505
125	0.03850497718
126	0.03835996971
127	0.03823227317
128	0.0380863124
129	0.03797492887
130	0.03784690075
131	0.03773769874
132	0.03760300225
133	0.03746604642
134	0.03736077935
135	0.0372568942
136	0.03714009936
137	0.03702503562
138	0.03691210441
139	0.03680628606
140	0.03668026779
141	0.03656361309
142	0.03645479923
143	0.03635250018
144	0.03624032663
145	0.03614967669
146	0.03601028663
147	0.03589674404
148	0.03577625505
149	0.03565916026
150	0.03556125078
151	0.03544730053
152	0.03535905585
153	0.03524386271
154	0.03514977709
155	0.03501399597
156	0.03490960589
157	0.03480163177
158	0.03470224092
159	0.03460638277
160	0.03447440293
161	0.0343871647
162	0.03429267263
163	0.03419266526
164	0.03407524954
165	0.03399212705
166	0.03386526438
167	0.0337646474
168	0.03367987807
169	0.03354021275
170	0.03344154648
171	0.03332235773
172	0.03324367614
173	0.03312986489
174	0.03304562447
175	0.03296029079
176	0.03287336854
177	0.0327892535
178	0.03271265672
179	0.03262719012
180	0.03254218651
181	0.03246072749
182	0.03237392058
183	0.03229045282
184	0.03219750132
185	0.03212653178
186	0.03203725743
187	0.03195754704
188	0.03185458872
189	0.03175571658
190	0.03168640564
191	0.03160412206
192	0.03153125924
193	0.0314254611
194	0.03134622993
195	0.03125285478
196	0.03116922802
197	0.03108754697
198	0.03101002121
199	0.03093610277
200	0.03086381263
201	0.03078302121
202	0.03070163788
203	0.03063936044
204	0.03056569636
205	0.03045176375
206	0.03037442615
207	0.03029685351
208	0.03019991615
209	0.03013479441
210	0.03005531554
211	0.02997146176
212	0.02989515389
213	0.02981263495
214	0.02974255334
215	0.02966513341
216	0.02961126228
217	0.02953552868
218	0.02946036298
219	0.02938785573
220	0.02930846586
221	0.02924869263
222	0.02921015786
223	0.02914779276
224	0.02906190634
225	0.02899015439
226	0.02891995156
227	0.02882287964
228	0.02875889933
229	0.02868396156
230	0.02862779818
231	0.02857115539
232	0.02851385287
233	0.0284552365
234	0.02835576302
235	0.02827454115
236	0.02822226743
237	0.02812628803
238	0.02807369887
239	0.02801401703
240	0.02792944929
241	0.02784414889
242	0.02777281444
243	0.02771208644
244	0.02765195555
245	0.0275764474
246	0.02749692377
247	0.02742787561
248	0.02735488389
249	0.02727708571
250	0.02723782135
251	0.02718948407
252	0.02714571088
253	0.02707516123
254	0.02701807199
255	0.02696203345
256	0.02692028831
257	0.02686068745
258	0.02679993034
259	0.02673950666
260	0.02667888606
261	0.02660188563
262	0.02655182711
263	0.02650351657
264	0.02643748335
265	0.02638017706
266	0.02630641873
267	0.02623573822
268	0.02616815824
269	0.02609607216
270	0.02604517103
271	0.02598580292
272	0.02592793738
273	0.02585971901
274	0.02580801014
275	0.02575698632
276	0.02568760384
277	0.02563390389
278	0.02559453981
279	0.02552366519
280	0.0254741666
281	0.02542923474
282	0.02537112836
283	0.02530667349
284	0.02526511311
285	0.02522077778
286	0.02514886941
287	0.0251017651
288	0.02503607319
289	0.02497942204
290	0.02492515723
291	0.02485698882
292	0.02481377388
293	0.02476665976
294	0.02471982759
295	0.02467084127
296	0.02463247987
